Pattern,ClusterNumber1,,Count,Cluster_number.Record.,paste..Cluster....Cluster_number.Record..
[BrandName]は[Number][Unit]（[Unit]）中次の成分分量を含む[Color]の[Form]である[ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit][ActIngreName]（[Formula]）[Number][Unit],26,12,4,3,Cluster  3
[BrandName]はに[ActIngreName][Form]の名称で収載されており[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]を含有する,59,8,3,3,Cluster  3
[BrandName]中<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,61,6,1,3,Cluster  3
[BrandName]：<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する,95,9,2,3,Cluster  3
[BrandName]：<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有,95,9,4,3,Cluster  3
[BrandName]：[ActIngreName],19,10,5,3,Cluster  3
[BrandName]：[Number][Unit][ActIngreName][Number][Unit]含有,95,9,2,3,Cluster  3
[BrandName]：[Number][Unit][Number][Unit]中に[ActIngreName][Number][Unit]を含有,95,9,1,3,Cluster  3
[BrandName]：[Number][Unit]中[ActIngreName][Number][Unit]を含有,95,9,6,3,Cluster  3
[BrandName]：[Number][Unit]中[ActIngreName][Number][Unit]を含有する[Color]の粘性の液（[Number][Unit]）,95,9,4,3,Cluster  3
[BrandName]：[Number][Unit]中[ActIngreName][Number][Unit]を含有する．,95,9,1,3,Cluster  3
[BrandName]：[Number][Unit]中[ActIngreName]を[ActIngreName]（[ActIngreShortName]）として[Number][Unit]を含有,95,9,1,3,Cluster  3
[BrandName]：[Number][Unit]中[ActIngreName]（[ActIngreOtherName]）[Number][Unit]（生菌数[Number][Unit]）を含有,95,9,1,3,Cluster  3
[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有,95,9,1,3,Cluster  3
[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有,95,9,8,3,Cluster  3
[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する,95,9,253,3,Cluster  3
[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である,59,8,3,3,Cluster  3
[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の徐放性[Form]である,59,8,2,3,Cluster  3
[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する,95,9,28,3,Cluster  3
[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]（[Number]＄）を含有する,29,7,2,3,Cluster  3
[BrandName]：[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有,95,9,2,3,Cluster  3
[DrugParts][Number][Unit]中に[ActIngreName][Number][Unit]を含有する,3,5,5,3,Cluster  3
[DrugParts]質量[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]を含有する,3,5,2,3,Cluster  3
[Number][Unit][ActIngreName][Form]「ニッシン」は[Number][Unit][Number][Unit]中に[ActIngreName][Number][Unit]を含有する,25,3,1,3,Cluster  3
[Number][Unit][Number][Unit]×[Number][Unit]（[DrugParts][Number][Unit]）中に[ActIngreName][Number][Unit]を含有する,3,5,1,3,Cluster  3
[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit]を含有する,3,5,1,3,Cluster  3
[Number][Unit][Number][Unit]中に[ActIngreName][Number][Unit]を含有する,3,5,2,3,Cluster  3
[Number][Unit]を[ActIngreName][Number][Unit]で溶解した時の[Number][Unit]中,3,5,1,3,Cluster  3
[Number][Unit]中<<BR>><BR>[ActIngreName][Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中<<BR>>[ActIngreName][Number][Unit],3,5,2,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit],3,5,3,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit],3,5,5,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName]適量を含有する,3,5,1,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName]適量,3,5,1,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName]適量,3,5,1,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit]を含有する,3,5,1,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]<<BR>>[ActIngreName]適量,3,5,1,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]を含有する[Form]である,25,3,1,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]含有,3,5,6,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,3,5,2,3,Cluster  3
[Number][Unit]中<BR>[ActIngreName][Number][Unit]（[Number][Unit]）含有,3,5,8,3,Cluster  3
[Number][Unit]中<BR>[BrandName][Number][Unit],61,6,1,3,Cluster  3
[Number][Unit]中[ActIngreName][ActIngreName][Number][Unit]含有,3,5,5,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit],3,5,18,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]<<BR>>[ActIngreName]適量,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Form][Number][Unit],25,3,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit],3,5,7,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],3,5,2,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する[Form]である,25,3,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,3,5,2,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する[Form]である,25,3,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit]含有,3,5,2,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]を含む溶媒は[ActIngreName]を使用する,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]を含有,3,5,3,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]を含有する,3,5,187,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]を含有する[Color]の[Form]である,46,4,6,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]を含有する[Form],25,3,2,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]を含有する[Form]である,25,3,2,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]含有,3,5,96,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]含有[DrugParts]：[Number][Unit][DrugParts]：[Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]含有（[ActIngreName][Number][Unit]を含む）,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]含有（[ActIngreName]として[Number][Unit]）,3,5,4,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]含有（[ActIngreName]として[Number][Unit]）<<BR>>[ActIngreName][Number][Unit]含有,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]含有（[Number][Unit]）,3,5,33,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]含有（[Number][Unit]）［総[ActIngreName][Number][Unit]を含有］,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName][Number][Unit]）,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName][Number][Unit]）含有,3,5,3,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）[ActIngreName][Number][Unit]を含有する,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する,3,5,13,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）,3,5,6,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）[ActIngreName][Number][Unit][ActIngreName][Number][Unit]（[Number][Unit]）[ActIngreName][Number][Unit][ActIngreName][Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）含有,3,5,5,3,Cluster  3
[Number][Unit]中[ActIngreName][Number][Unit]（[Number]＄）を含有する,29,7,1,3,Cluster  3
[Number][Unit]中[ActIngreName]…[Number][Unit][ActIngreName][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName]…[Number][Unit]（[Number][Unit]）含有,3,5,2,3,Cluster  3
[Number][Unit]中[ActIngreName]を[Number][Unit]含有する,3,5,4,3,Cluster  3
[Number][Unit]中[ActIngreName]（[ActIngreName]）[Number][Unit]を含有する,3,5,2,3,Cluster  3
[Number][Unit]中[ActIngreName]（別名[ActIngreName]）[Number][Unit]を含有する,3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中[ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中[BrandName][Number][Unit]を含有する,95,9,1,3,Cluster  3
[Number][Unit]中[BrandName][Number][Unit]を含有する<<BR>>用途<BR>[Form]の製造又は[Form]の溶解に用いる,59,8,1,3,Cluster  3
[Number][Unit]中[BrandName][Number][Unit]含有,95,9,31,3,Cluster  3
[Number][Unit]中[BrandName][Number][Unit]含有［[ActIngreName][ActIngreName][Number]及び[ActIngreName][Number]の重量の割合からなる］,29,7,1,3,Cluster  3
[Number][Unit]中[BrandName][Number][Unit]含有［[ActIngreName]（[Formula]）[Number][Unit]を含有］,95,9,2,3,Cluster  3
[Number][Unit]中[BrandName][Number][Unit]含有［主として麦芽から製したものででんぷん消化力がある[Form]である］,59,8,1,3,Cluster  3
[Number][Unit]中[BrandName]（乳糖）[Number][Unit]含有,95,9,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]〔[ActIngreName]として[Number]＄〕を含有する[Color]の[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]〔[ActIngreName]として[Number]＄〕を含有する淡[Color]の[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有,3,5,4,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有し斑点模様を有する[Color][Form]である,46,4,3,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する,3,5,14,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]と微[Color]の硬[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]な[Color]と[Color]の硬[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である,46,4,17,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の割線入り[Form]である,46,4,2,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]徐放性の[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]淡[Color]の[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[DrugParts][Color]な暗[Color]と[DrugParts][Color]な[Color]の硬[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[DrugParts][Color]な黄味の[Color]と[DrugParts][Color]な[Color]の硬[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有するわずかに[Color]を帯びた[Color]の[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有するわずかに赤味をおびた[Color]の割線入り[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する上下[Color]の硬[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する剤皮を施した[Color]の[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する橙[Color]の[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]を含有する淡[Color]の[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する,3,5,4,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する[Color]の胃溶性[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する緑[Color]緑[Color]の[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]（[Number][Unit]）を含有する,3,5,3,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]（[Number][Unit]）を含有するなお,3,5,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]（[Number][Unit]）を含有する桃[Color]の[Form]である,46,4,1,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]（[Number][Unit]）含有する,3,5,2,3,Cluster  3
[Number][Unit]中に[ActIngreName][Number][Unit]：[ActIngreName]（[ActIngreOtherName]ＢＩＯ－[Number]Ｒ）の生菌を[Number][Unit]含有,29,7,1,3,Cluster  3
[Number][Unit]中に[ActIngreName]を[Number][Unit]含有する,3,5,6,3,Cluster  3
[Number][Unit]中下記を含有[ActIngreName][Number][Unit][ActIngreName][Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中下記を含有[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]適量,3,5,2,3,Cluster  3
[Number][Unit]中下記を含有[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]適量,3,5,1,3,Cluster  3
[Number][Unit]中下記を含有[ActIngreName][Number][Unit][ActIngreName]適量,3,5,1,3,Cluster  3
[Number][Unit]中健康なウシ肺抽出物で一定比率のリン[ActIngreName]遊離脂肪酸トリグリセライドを有するものを[Number][Unit]含有する．,3,5,1,3,Cluster  3
[Number][Unit]中：<BR>[ActIngreName][Number][Unit]含有,3,5,1,3,Cluster  3
[Number][Unit]中：[ActIngreName][ActIngreName]…[Number][Unit],3,5,5,3,Cluster  3
[Number][Unit]中：[ActIngreName][ActIngreName]として…[Number][Unit],3,5,2,3,Cluster  3
[Number][Unit]中：[ActIngreName][Number][Unit],3,5,5,3,Cluster  3
[Number][Unit]中：[ActIngreName][Number][Unit][ActIngreName][Number][Unit],3,5,2,3,Cluster  3
[Number][Unit]中：[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,3,5,2,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit],3,5,280,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],3,5,8,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],3,5,4,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],3,5,1,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit]〔[Number][Unit]中[ActIngreName]菌（[ActIngreOtherName]）の生菌を[Number][Unit]含む〕,3,5,1,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit]（[ActIngreName]として[Number][Unit]含有）,3,5,1,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit]（[ActIngreName]として[Number][Unit]）,3,5,39,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit]（[ActIngreName]として[Number][Unit]）[ActIngreName]…[Number][Unit],3,5,2,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit]（[DrugParts][ActIngreName]…[Number][Unit]）（[DrugParts][Form][ActIngreName]…[Number][Unit]）,25,3,1,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit]（[Number][Unit]中：[ActIngreName]…[Number][Unit]）,3,5,1,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit]（[Number][Unit]）,3,5,18,3,Cluster  3
[Number][Unit]中：[ActIngreName]…[Number][Unit]（[Number]＄）,3,5,2,3,Cluster  3
