V1,ClusterNumber1,,Count,Cluster_number.Record.,paste..Cluster....Cluster_number.Record..
本剤[Number][Unit]（[Number][Unit]）中下記成分を含む<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit]採血国：米国採血の区別：非献血）,5,18,3,4,Cluster  4
有効成分：[ActIngreName]<BR>[Number][Unit]中の分量[Number][Unit]：[Number][Unit]備考[ActIngreName]由来成分採血国：ドイツ採血の区分：献血採血国：米国採血の区分：非献血,5,18,2,4,Cluster  4
本剤は[Number][Unit]中に下記の成分を含む<<BR>>有効成分[Number][Unit]中（[Number][Unit]）<BR>[ActIngreName][Number][Unit]（備考採血国：日本採血方法：献血）,5,18,2,4,Cluster  4
有効成分：[ActIngreName]<BR>[Number][Unit]中の分量[Number][Unit]：[Number][Unit]備考[ActIngreName]由来成分採血国：米国ドイツオーストリア採血の区分：非献血,5,18,2,4,Cluster  4
本剤はヒトの血液を原料として製剤化された[ActIngreName]製剤で[Number][Unit]（[Number][Unit]）中に下記の成分を含有する[Form]である<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit]備考[ActIngreName]由来成分採血国：日本採血の区分：献血,5,18,2,4,Cluster  4
[Number][Unit]（[Number][Unit]）中[ActIngreName]（検定日時において）[Number][Unit][ActIngreName][Number][Unit]本剤の成分である[ActIngreName]には[ActIngreName]（採血国：日本献血）が使用されている,5,18,1,4,Cluster  4
本剤は[Number][Unit]中に下記成分分量を含有する[Form]であり溶剤として生理[ActIngreName]液が添付されている<<BR>>本剤：有効成分<BR>成分：[ActIngreName][Number][Unit]中の分量：[Number][Unit]備考：[ActIngreName]由来成分採血国：ドイツ採血の区分：献血,5,18,1,4,Cluster  4
本剤はイオン交換樹脂処理[ActIngreName]を含む[Form]で[Number][Unit]中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName][Number][Unit]採血国：米国採血の区別：非献血）,5,18,1,4,Cluster  4
有効成分：[ActIngreName]<BR>[Number][Unit]中の分量[Number][Unit]：[Number][Unit]備考：[ActIngreName]由来成分採血国：米国ドイツオーストリア採血の区分：非献血,5,18,1,4,Cluster  4
有効成分：[ActIngreName]<BR>[Number][Unit]中の分量[Number][Unit]：[ActIngreName][Number][Unit]中の[ActIngreName]の[Number][Unit]備考[ActIngreName]由来成分採血国：米国ドイツオーストリア採血の区分：非献血,5,18,1,4,Cluster  4
本剤は[ActIngreName]を含む[Form]で[Number][Unit]（[Number][Unit]製剤）中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],11,19,6,4,Cluster  4
本剤は[Number][Unit]中に下記の成分を含む<<BR>>有効成分<BR>[ActIngreName][Number][Unit],11,19,6,4,Cluster  4
本剤はヒトの[ActIngreName]を含む[Form]で[Number][Unit]中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],11,19,5,4,Cluster  4
本剤は人血漿中の[ActIngreName]を含む[Form]で[Number][Unit]中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],11,19,4,4,Cluster  4
本剤はヒトの[ActIngreName]中の「[ActIngreName]」を含む[Form]で[Number][Unit]中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],11,19,3,4,Cluster  4
本剤は下記成分を含む[Form]で溶解液として「[ActIngreName]」[Number][Unit]を添付している<<BR>>有効成分（[Number][Unit]中の含量）<BR>[ActIngreName]（ＢＡＬＬ－[Number]）[Number][Unit]（備考：ヒトリンパ芽球細胞由来）,11,19,3,4,Cluster  4
製法の概要<BR>本剤は組換えＤＮＡ技術を応用して酵母により産生された[ActIngreName]を含む液に[ActIngreName]塩を加えて[ActIngreName]を不溶性とした[Form]である<<BR>>組成<BR>本剤は[Number][Unit]（[Number][Unit]）中に次の成分を含有する<<BR>>有効成分<BR>[ActIngreName]（[ActIngreName]）：[Number][Unit],11,19,2,4,Cluster  4
本剤は人血漿中の[ActIngreName]を含む[Form]で[Number][Unit]（[Number][Unit]）中に下記の成分を含有する<<BR>>規格<BR>[Number][Unit]中<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],11,19,2,4,Cluster  4
本剤は人血漿中の[ActIngreName]を含む[Form]で[Number][Unit]（[Number][Unit]）中に下記の成分を含有する<<BR>>規格<BR>[Number][Unit]<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],11,19,2,4,Cluster  4
本剤はヒトの[ActIngreName]中の「[ActIngreName]」を含む乾燥製剤で[Number][Unit]製剤と[Number][Unit]製剤の[Number]種類があり[Number][Unit]中に各々下記の成分を含有する<<BR>>規格<BR>[Number][Unit]製剤<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],11,19,2,4,Cluster  4
本剤は[ActIngreName]を含む[Form]で[Number][Unit]中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],11,19,2,4,Cluster  4
本剤は[Number][Unit]中に次の成分及び分量を含有する凍結乾燥製品であるなお溶剤として生理[ActIngreName]液[Number][Unit]を添付してある<<BR>>有効成分<BR>生きた[ActIngreName]（[Formula]）（含水量[Number][Unit]の湿菌として）[Number][Unit],11,19,2,4,Cluster  4
本剤はヒトの[ActIngreName]中の「[ActIngreName]」を含む[Form]で[Number][Unit]中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName][Number][Unit]（[Number][Unit]相当量）,11,19,1,4,Cluster  4
本剤はヒトの[ActIngreName]中の「[ActIngreName]」を含む乾燥製剤で[Number][Unit]中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName][Number][Unit],11,19,1,4,Cluster  4
本剤は人血漿中の[ActIngreName]を含む乾燥製剤で[Number][Unit]製剤と[Number][Unit]製剤の[Number]種類があり各々下記の成分を含有する<BR>[Number][Unit]製剤<<BR>>規格<BR>[ActIngreName]：[Number][Unit]<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit],11,19,1,4,Cluster  4
本剤を添付の溶剤（[ActIngreName]）で溶解したとき[Number][Unit]中の組成は下記のとおりである<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],16,20,4,4,Cluster  4
本剤を添付の溶剤（[ActIngreName]）で溶解したとき[Number][Unit]中の組成は下記のとおりである<<BR>>有効成分<BR>[ActIngreName][ActIngreName]（[ActIngreName]）として：[Number][Unit][ActIngreName]（[ActIngreName]）として：[Number][Unit],16,20,3,4,Cluster  4
本剤[Number][Unit]中（分量[Number][Unit]）の組成は下記のとおりである<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],16,20,3,4,Cluster  4
本剤を添付の溶剤（[ActIngreName]）で溶解したとき[Number][Unit]中の組成は下記のとおりである<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit]国際単位に準拠している,16,20,3,4,Cluster  4
本剤は[Number][Unit]中に下記成分を含む別に溶解液として「[ActIngreName]」[Number][Unit]を添付している（組成の表参照）,16,20,3,4,Cluster  4
本剤[Number][Unit]中の組成は下記のとおりである<<BR>>有効成分<BR>[ActIngreName]（[ActIngreName]）：[Number][Unit],16,20,2,4,Cluster  4
本剤[Number][Unit]（[Number][Unit]）中の組成は下記のとおりである<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],16,20,2,4,Cluster  4
本剤を添付の溶剤で溶解するとき[Number][Unit]中の組成は下記のとおりである<<BR>>有効成分<BR>[ActIngreName]分屑：[Number][Unit],16,20,1,4,Cluster  4
本剤を添付の溶剤（[ActIngreName]）で溶解するとき[Number][Unit]中の組成は下記のとおりである<<BR>>有効成分<BR>[ActIngreName]（[ActIngreName]）：[Number][Unit],16,20,1,4,Cluster  4
本剤[Number][Unit]中の組成は下記のとおりである<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],16,20,1,4,Cluster  4
製法の概要<BR>本剤は肺炎球菌中で高頻度にみられる下記[Number]種類の莢膜型の肺炎球菌を型別に培養増殖し殺菌後に各々の型から抽出精製した莢膜ポリサッカライドを混合した[Form]であるなお本剤は肺炎球菌の莢膜由来成分からなる不活化ワクチンであるまた種菌を調製する前段階でウシ由来成分（ヘミン）を使用し製造工程に用いる酵素の製造にウシの乳由来成分（カザミノ酸）を使用している<<BR>>有効成分の名称<BR>[ActIngreName]<<BR>>容量<BR>[Number][Unit]<<BR>>含量：[Number][Unit]中<BR>次の[Number]種類の肺炎球菌の莢膜中に存在するポリサッカライドを各型あたり[Number][Unit]ずつ（総計[Number][Unit]）含有する[ActIngreName]（デンマーク式命名法）：[Number][Number][Number][Number][Number][Number]Ｂ[Number]Ｆ[Number][Number][Unit][Number]Ｖ[Number]Ａ[Number]Ａ[Number]Ｆ[Number][Number]Ｂ[Number]Ｆ[Number]Ｃ[Number]Ａ[Number]Ｆ[Number][Number]Ｆ[Number]Ｆ[Number]Ｆ,13,21,1,2,Cluster  2
製法の概要<BR>本剤はヒト型結核菌（青山Ｂ株）の培養を加熱殺菌し除菌ろ過しそのろ液から結核感染者やＢＣＧ被接種者に特異的な皮膚反応を起こす活性物質を分離精製しこれを凍結乾燥して得た[Form]を[Number][Unit]乳糖液に溶かして分注し凍結乾燥したものであるなお本剤は製造工程でニワトリの卵を使用している<<BR>>組成<BR>本剤は注射量[Number][Unit]中にそれぞれ次の成分及び分量を含有する<<BR>>有効成分分量<BR>[ActIngreName]（標準品相当量）[Number][Unit]相当量,24,22,2,2,Cluster  2
製法の概要<BR>本剤は破傷風菌（ＨａｒｖａｒｄＡ－[Number]株）を純培養し得られた毒素液を精製濃縮しかつ[ActIngreName]を加えて無毒化したトキソイド[Form]に[ActIngreName]塩を加えてトキソイドを不溶性にし[ActIngreName]塩緩衝[ActIngreName]液を加えて希釈し規定濃度に調製した[Form]であるなお本剤は製造工程でウシの乳由来成分（スキムミルクポリペプトン）ウシの肝臓ウシの肉ブタの胃由来成分（ペプトン）及びクジラの心臓由来成分（ハート[Form]）を使用している<<BR>>組成<BR>本剤は[Number][Unit]中に次の成分を含有する<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit]以下（約[Number][Unit]）,4,23,1,2,Cluster  2
製法の概要<BR>本剤は破傷風菌（Ｈａｒｖａｒｄ株）を純培養し得られた毒素液を精製濃縮し[ActIngreName]を加えて無毒化したトキソイド[Form]に[ActIngreName]塩を加えて不溶性にし更に[ActIngreName]塩緩衝[ActIngreName]液を加えて希釈し規定濃度に調製した[Form]であるなお本剤は製造工程でウシの乳由来成分（スキムミルク）及び心臓由来成分（ハート[Form]）並びにブタの胃由来成分（ペプトン）を使用している<<BR>>組成<BR>本剤は[Number][Unit]中に次の成分分量を含有する<<BR>>有効成分<BR>[ActIngreName][Number][Unit]以下,4,23,1,2,Cluster  2
製法の概要<BR>本剤は破傷風菌（Ｈａｒｖａｒｄ株）を純培養した培養ろ液中の毒素を塩析法及びイオン交換体法等によって精製後[ActIngreName]で無毒化したトキソイド液を免疫原性を高めるために[ActIngreName]塩に吸着させ不溶性とした[Form]であるなお本剤は製造工程でウシの乳由来成分（ポリペプトンスキムミルク）心臓由来成分（ビーフハートインフュージョン）肝臓及び肉を使用している<<BR>>組成<BR>本剤は[Number][Unit]中に次の成分を含有する<<BR>>有効成分<BR>[ActIngreName][Number][Unit]以下（[Number][Unit]以上）,4,23,1,2,Cluster  2
製法の概要<BR>本剤は破傷風菌（Ｈａｒｖａｒｄ株）を純培養し得られた毒素液を精製濃縮し[ActIngreName]を加えて無毒化したトキソイド[Form]を規定濃度に希釈してから[ActIngreName]塩を加えてトキソイドを吸着させ調製したものである本剤は製造工程でヒトの毛髪由来成分（Ｌ[ActIngreName]）トリの羽毛由来成分（Ｌ[ActIngreName]）ウシの肝臓心臓肉乳由来成分（スキムミルクバクトカジトンカザミノアシド）を使用している<<BR>>組成<BR>本剤は[Number][Unit]（[Number][Unit]）中に次の成分及び分量を含有する<<BR>>有効成分<BR>[ActIngreName]約[Number][Unit],4,23,1,2,Cluster  2
製法の概要<BR>本剤は破傷風菌（Ｈａｒｖａｒｄ株）を純培養し得られた毒素液を精製濃縮し[ActIngreName]を加えて無毒化したトキソイド[Form]に[ActIngreName]塩を加えて不溶性にし更に[ActIngreName]塩緩衝[ActIngreName]液を加えて希釈し規定濃度に調整した[Form]であるなお本剤は製造工程でウシの乳由来成分（ペプトンスキムミルク）及びウマの血液由来成分（脱繊維素血液）を使用している<<BR>>組成<BR>本剤は[Number][Unit]中に下記の成分分量を含有する<<BR>>有効成分<BR>[ActIngreName][Number][Unit]以下（[Number][Unit]以上）,4,23,1,2,Cluster  2
製法の概要<BR>本剤ははぶ毒で免疫したウマの血清を精製処理して得たはぶ抗毒素を凍結乾燥したものであるなお本剤は製造工程でブタの胃由来成分（ペプシン）を使用している<<BR>>組成<BR>本剤を添付の溶剤（[ActIngreName]）[Number][Unit]で溶解した[Form][Number][Unit]中に次の成分を含有する<<BR>>有効成分<BR>[ActIngreName]（[ActIngreName]）：[ActIngreName][Number][Unit]以上：[ActIngreName][Number][Unit]以上：[ActIngreName][Number][Unit]以上,2,24,1,2,Cluster  2
製法の概要<BR>本剤はまむし毒で免疫したウマの血清を精製処理して得たまむし抗毒素を凍結乾燥したものであるなお本剤は製造工程でブタの胃由来成分（ペプシン）を使用している<<BR>>組成<BR>本剤を添付の溶剤（[ActIngreName]）[Number][Unit]で溶解した[Form][Number][Unit]中に次の成分を含有する<<BR>>有効成分<BR>[ActIngreName]（[ActIngreName]）：[ActIngreName][Number][Unit]以上抗出血価[Number][Unit]以上,2,24,1,2,Cluster  2
製法の概要<BR>本剤はニワトリ胚初代培養細胞に馴化した狂犬病ウイルス（ＨＥＰＦｌｕｒｙ株）を伝染性の疾患に感染していない鶏群（ＳＰＦ鶏）から採取した発育鶏卵のニワトリ胚初代培養細胞で増殖させ得たウイルスを[ActIngreName]ープロピオラクトン[Number][Unit]で不活化し濃縮精製し安定剤を加え分注した後凍結乾燥したものである細胞の培養に用いる培養液ＴＣＭ－[Number]には抗生物質として[Number][Unit]中[ActIngreName]を[Number][Unit]及び[ActIngreName]を[Number][Unit]含むまた着色剤として[ActIngreName]レッドを[Number][Unit]含有するなお本剤は製造工程でウシの血液由来成分（血清）ウシの乳由来成分（[ActIngreName][ActIngreName]）ブタの膵臓由来成分（トリプシン）を使用している<<BR>>組成<BR>本剤を添付の溶剤（[ActIngreName]）全量で溶解した[Form][Number][Unit]中に次の成分を含有する<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit]Ｄ[Number]以上（不活化前ウイルス量）,12,25,1,2,Cluster  2
