HOT9,YJコード,組成の記述
100395601,1124009F1266,レンデム錠0.25mgは、１錠中にブロチゾラム0.25mgを含有する。￥ｎ添加物として、軽質無水ケイ酸、結晶セルロース、ステアリン酸Mg、部分アルファー化デンプン、ポビドン、D-マンニトールを含有する。
100389501,1124009F1274,1錠中：ブロチゾラム…………………0.25mg￥ｎ〈添加物〉￥ｎカルメロース、結晶セルロース、ステアリン酸マグネシウム、乳糖水和物、ポビドン
100393202,1124009F1282,1錠中ブロチゾラム0.25mg含有<<BR>>添加物として乳糖，トウモロコシデンプン，セルロース，クロスカルメロースナトリウム，ステアリン酸マグネシウム含有
120154301,1124009F1290,成分・含量（1錠中）<BR>ブロチゾラム0.25mg<<BR>>添加物<BR>乳糖水和物、セルロース、カルメロース、ポビドン、ステアリン酸マグネシウム
114658501,1124009F2025,成分・含量<BR>１錠中ブロチゾラム0.25mg<<BR>>添加物<BR>乳糖水和物、結晶セルロース、トウモロコシデンプン、アスパルテーム（L-フェニルアラニン化合物）、フマル酸一ナトリウム、軽質無水ケイ酸、l-メントール、ステアリン酸マグネシウム
116712201,1124009F2041,1錠中：ブロチゾラム…………………0.25mg￥ｎ〈添加物〉￥ｎアスパルテーム（Ｌ-フェニルアラニン化合物）、グルコノ-δ-ラクトン、クロスポビドン、ステアリン酸マグネシウム、ヒドロキシプロピルセルロース、Ｄ-マンニトール、水アメ、メタケイ酸アルミン酸マグネシウム、香料
119209401,1124009F2050,レンデムD錠0.25mgは、１錠中にブロチゾラム0.25mgを含有する。￥ｎ添加物として、アスパルテーム(L‐フェニルアラニン化合物)、クロスポビドン、軽質無水ケイ酸、ステアリン酸Mg、トウモロコシデンプン、ヒドロキシプロピルセルロース、D‐マンニトール、l‐メントール、香料を含有する。
120155001,1124009F2068,成分・含量（1錠中）<BR>ブロチゾラム0.25mg<<BR>>添加物<BR>D-マンニトール、メタケイ酸アルミン酸マグネシウム、ヒドロキシプロピルセルロース、水アメ、グルコノ-δ-ラクトン、クロスポビドン、アスパルテーム（L-フェニルアラニン化合物）、香料、ステアリン酸マグネシウム
119872001,1124009F3021,有効成分（１錠中）<BR>ブロチゾラム0.125mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム、D-マンニトール
100400701,1124010F1021,成分・含量<BR>1錠中，ロルメタゼパム1.0mg含有<<BR>>添加物<BR>乳糖水和物，トウモロコシデンプン，ポビドン，ステアリン酸マグネシウム
100401402,1124010F1030,成分・含量（1錠中）<BR>ロルメタゼパム1.0mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、ポビドン、ステアリン酸マグネシウム
100404501,1124013B1031,散1g中に次の成分を含有<<BR>>有効成分<BR>オキサゾラム（日局）100mg<<BR>>添加物<BR>ヒドロキシプロピルセルロース、乳糖水和物
100407601,1124013C1053,*ペルサール細粒10％は、1g中にオキサゾラム100mgを含有する。<<BR>>添加物として乳糖水和物、カルメロースナトリウムを含有する。
100408301,1124013F1033,1錠中に次の成分を含有<<BR>>有効成分<BR>オキサゾラム（日局）5mg<<BR>>添加物<BR>トウモロコシデンプン、乳糖水和物、結晶セルロース、カルメロースカルシウム、ステアリン酸マグネシウム、タルク、白糖、ゼラチン、無水リン酸水素カルシウム、アラビアゴム末、酸化チタン、沈降炭酸カルシウム、グリセリン脂肪酸エステル、ポビドン、カルナウバロウ、青色二号アルミニウムレーキ
100409001,1124013F2064,1錠中に次の成分を含有<<BR>>有効成分<BR>オキサゾラム（日局）10mg<<BR>>添加物<BR>トウモロコシデンプン、乳糖水和物、結晶セルロース、カルメロースカルシウム、ステアリン酸マグネシウム、タルク、白糖、ゼラチン、無水リン酸水素カルシウム、アラビアゴム末、酸化チタン、沈降炭酸カルシウム、グリセリン脂肪酸エステル、ポビドン、カルナウバロウ、青色二号アルミニウムレーキ
100411301,1124013F2080,有効成分<BR>1錠中、日局オキサゾラム10mg<<BR>>添加物<BR>精製白糖、乳糖、タルク、結晶セルロース、沈降炭酸カルシウム、バレイショデンプン、カルメロースカルシウム、アラビアゴム末、酸化チタン、リン酸水素カルシウム、ステアリン酸マグネシウム、ゼラチン、トウモロコシデンプン、カルナウバロウ
100412001,1124013F2110,有効成分の名称<BR>オキサゾラム<<BR>>含量<BR>1錠中オキサゾラム10ｍｇ<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、セルロース、ヒドロキシプロピルセルロース、低置換度ヒドロキシプロピルセルロース、二酸化ケイ素、ステアリン酸Ｍｇ、白糖、タルク、アラビアゴム末、マクロゴール、酸化チタン、カルナウバロウ
100413701,1124013F2129,ペルサール錠10mgは、1錠中にオキサゾラム10mgを含有する。<<BR>>添加物として乳糖水和物、トウモロコシデンプン、結晶セルロース、ヒプロメロース、カルメロースカルシウム、カルメロースナトリウム、ステアリン酸マグネシウム、マクロゴール6000、白糖、沈降炭酸カルシウム、タルク、アラビアゴム末、ゼラチン、酸化チタン、ポリオキシエチレン［105］ポリオキシプロピレン［5］グリコール及びカルナウバロウを含有する。
100414401,1124013F3109,ペルサール錠20mgは、1錠中にオキサゾラム20mgを含有する。<<BR>>添加物として乳糖水和物、トウモロコシデンプン、結晶セルロース、低置換度ヒドロキシプロピルセルロース、カルメロースナトリウム、ステアリン酸マグネシウム、精製セラック、精製白糖、沈降炭酸カルシウム、タルク、アラビアゴム末、ゼラチン、酸化チタン、ポリオキシエチレン［105］ポリオキシプロピレン［5］グリコール及びカルナウバロウを含有する。
100416801,1124014B1036,散1g中に次の成分を含有<<BR>>有効成分<BR>クロキサゾラム(日局)10mg<<BR>>添加物<BR>D-マンニトール、乳糖水和物、バレイショデンプン、ヒドロキシプロピルセルロース
100418201,1124014F1038,1錠中に次の成分を含有<<BR>>有効成分<BR>クロキサゾラム(日局)1mg<<BR>>添加物<BR>乳糖水和物、低置換度ヒドロキシプロピルセルロース、ヒドロキシプロピルセルロース、ステアリン酸カルシウム
100420501,1124014F2034,1錠中に次の成分を含有<<BR>>有効成分<BR>クロキサゾラム(日局)2mg<<BR>>添加物<BR>乳糖水和物、低置換度ヒドロキシプロピルセルロース、ヒドロキシプロピルセルロース、ステアリン酸カルシウム
100421202,1124015M2038,成分・含量<BR>1カプセル中クロラゼプ酸二カリウム7.5mg<<BR>>添加物<BR>（内容物中）￥ｎ炭酸カリウム，タルク，軽質無水ケイ酸￥ｎ（カプセル中）￥ｎゼラチン，ラウリル硫酸ナトリウム
100424301,1124017B1129,1g中の有効成分<BR>ジアゼパム10mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、軽質無水ケイ酸
100422902,1124017B1137,有効成分<BR>1ｇ中、日局ジアゼパム10mg<<BR>>添加物<BR>バレイショデンプン、乳糖
100425001,1124017B1145,有効成分（1g中）<BR>日局ジアゼパム10mg<<BR>>添加物<BR>乳糖水和物、リン酸水素カルシウム水和物、軽質無水ケイ酸、トウモロコシデンプン
100422910,1124017B1161,有効成分<BR>ジアゼパム<<BR>>含量<BR>1g中10mg<<BR>>添加物<BR>乳糖水和物、ヒドロキシプロピルセルロース、軽質無水ケイ酸
100422905,1124017B1170,有効成分（１ｇ中）<BR>日本薬局方ジアゼパム10mg<<BR>>*添加物<BR>乳糖水和物、結晶セルロース、トウモロコシデンプン、ヒドロキシプロピルセルロース
100429801,1124017F2046,ジアゼパム錠２「サワイ」は、１錠中に日局ジアゼパム２mgを含有する。￥ｎ添加物として、アルファー化デンプン、結晶セルロース、ステアリン酸Mg、乳糖を含有する。
100430401,1124017F2054,1錠中の有効成分：<BR>日局ジアゼパム・・・・・2mg<<BR>>添加物：<BR>乳糖水和物、トウモロコシデンプン、セルロース、ヒドロキシプロピルセルロース、ステアリン酸Mg
100431101,1124017F2089,成分・含量<BR>1錠中ジアゼパム2mg<<BR>>添加物<BR>結晶セルロース、ヒドロキシプロピルスターチ、乳糖水和物、タルク、ステアリン酸マグネシウム、軽質無水ケイ酸
100432801,1124017F2097,組成<BR>セエルカム錠2は１錠中ジアゼパム2mgおよび添加物として乳糖水和物、結晶セルロース、トウモロコシデンプン、ヒドロキシプロピルセルロース、ステアリン酸マグネシウムを含有する。
100433501,1124017F2100,成分・含量（１錠中）<BR>ジアゼパム２mg<<BR>>添加物<BR>バレイショデンプン、乳糖水和物、アラビアゴム末、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム
100436601,1124017F2135,1錠中の有効成分<BR>ジアゼパム2mg<<BR>>添加物<BR>トウモロコシデンプン、ステアリン酸マグネシウム、乳糖水和物
100437301,1124017F2143,有効成分（１錠中）<BR>日本薬局方ジアゼパム２mg<<BR>>*添加物<BR>乳糖水和物、結晶セルロース、トウモロコシデンプン、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム
100438001,1124017F2151,有効成分（1錠中）<BR>日局ジアゼパム2mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、ステアリン酸マグネシウム
100439702,1124017F2160,有効成分<BR>ジアゼパム<<BR>>含量<BR>1錠中2mg<<BR>>添加物<BR>トウモロコシデンプン、乳糖水和物、結晶セルロース、デキストリン、ヒドロキシプロピルセルロース、タルク、ステアリン酸マグネシウム
100441001,1124017F2194,有効成分<BR>1錠中、日局ジアゼパム2mg<<BR>>添加物<BR>乳糖、トウモロコシデンプン、バレイショデンプン、カルメロースカルシウム、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム
100445801,1124017F4049,1錠中の有効成分<BR>ジアゼパム5mg<<BR>>添加物<BR>トウモロコシデンプン、ステアリン酸マグネシウム、乳糖水和物、リボフラビン
100447201,1124017F4065,1錠中の有効成分：<BR>日局ジアゼパム・・・・・5mg<<BR>>添加物：<BR>乳糖水和物、トウモロコシデンプン、セルロース、ヒドロキシプロピルセルロース、ステアリン酸Mg、リボフラビン
100449601,1124017F4090,成分・含量<BR>1錠中ジアゼパム5mg<<BR>>添加物<BR>乳糖水和物、結晶セルロース、ヒドロキシプロピルスターチ、タルク、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム
100450201,1124017F4103,組成<BR>セエルカム錠5は１錠中ジアゼパム5mg乳糖水和物、結晶セルロース、トウモロコシデンプン、ヒドロキシプロピルセルロース、ステアリン酸マグネシウムを含有する。
100451901,1124017F4111,成分・含量（１錠中）<BR>ジアゼパム５mg<<BR>>添加物<BR>バレイショデンプン、乳糖水和物、アラビアゴム末、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム
100454001,1124017F4154,有効成分（１錠中）<BR>日本薬局方ジアゼパム５mg<<BR>>*添加物<BR>乳糖水和物、結晶セルロース、トウモロコシデンプン、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム、黄色４号（タートラジン）
100455701,1124017F4162,有効成分（1錠中）<BR>日局ジアゼパム5mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、ステアリン酸マグネシウム
100457101,1124017F4200,有効成分<BR>1錠中、日局ジアゼパム5mg<<BR>>添加物<BR>乳糖、トウモロコシデンプン、バレイショデンプン、カルメロースカルシウム、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム、黄色4号(タートラジン)アルミニウムレーキ、黄色5号アルミニウムレーキ
100460101,1124017F5037,1錠中の有効成分<BR>ジアゼパム10mg<<BR>>添加物<BR>トウモロコシデンプン、ステアリン酸マグネシウム、乳糖水和物
100458804,1124017F5045,組成<BR>セエルカム錠10は１錠中ジアゼパム10mgおよび添加物として黄色４号（タートラジン）、乳糖水和物、結晶セルロース、トウモロコシデンプン、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム含有する。
100462501,1124017Q1032,1mL中の有効成分<BR>ジアゼパム1mg<<BR>>添加物<BR>プロピレングリコール、ポリオキシエチレン硬化ヒマシ油50、パラオキシ安息香酸メチル、パラオキシ安息香酸プロピル、グリセリン、D-ソルビトール、クエン酸水和物、クエン酸ナトリウム水和物、pH調整剤、香料
